6.000000000000000000e+00,7.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.800000000000000000e+02
9.000000000000000000e+00,1.000000000000000000e+01,2.349454338230894113e-01,-2.484697868176451441e-01,9.397145354651453841e-01,3.100000000000000000e+02
2.000000000000000000e+00,3.000000000000000000e+00,1.106741908549197743e-03,-6.893425447758365632e-01,-7.244346975982870473e-01,6.200000000000000000e+01
4.000000000000000000e+00,7.000000000000000000e+00,2.759409417432039380e-01,-7.734540458998588885e-01,-5.706359921622652376e-01,3.200000000000000000e+01
3.000000000000000000e+00,1.100000000000000000e+01,1.915563080443364319e-01,4.887360312076479141e-01,-8.511423339535052479e-01,7.000000000000000000e+01
1.000000000000000000e+00,1.000000000000000000e+01,5.773502691896253980e-01,5.773502691896260641e-01,-5.773502691896257311e-01,6.000000000000000000e+00
1.000000000000000000e+00,5.000000000000000000e+00,9.996669138897670281e-01,1.396100210004177361e-02,-2.170602898901436220e-02,2.040000000000000000e+02
5.000000000000000000e+00,1.000000000000000000e+01,3.081685100257469667e-01,5.090818933243139721e-01,-8.036590043780028614e-01,5.600000000000000000e+01
2.000000000000000000e+00,1.100000000000000000e+01,2.868513130685090839e-01,9.319138232465551397e-01,-2.219300570739813350e-01,5.600000000000000000e+01
1.400000000000000000e+01,1.700000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,8.600000000000000000e+01
4.000000000000000000e+00,1.500000000000000000e+01,9.479796223096994545e-01,2.693534765482342164e-01,-1.696565364403606613e-01,1.200000000000000000e+01
4.000000000000000000e+00,8.000000000000000000e+00,9.998635815107135283e-01,4.711850084287477237e-03,-1.583088239334367459e-02,1.860000000000000000e+02
7.000000000000000000e+00,8.000000000000000000e+00,1.188677184811847420e-01,-8.818608748382595897e-01,-4.562804652103540914e-01,3.200000000000000000e+01
6.000000000000000000e+00,1.500000000000000000e+01,7.071067811865474617e-01,-0.000000000000000000e+00,-7.071067811865474617e-01,4.000000000000000000e+00
8.000000000000000000e+00,1.500000000000000000e+01,5.004450010227282641e-01,1.554925749056874362e-01,-8.516905894164621404e-01,5.400000000000000000e+01
1.200000000000000000e+01,1.600000000000000000e+01,2.742993750335943060e-01,-8.536851189475617163e-01,4.426980579849733588e-01,5.600000000000000000e+01
1.100000000000000000e+01,1.900000000000000000e+01,2.479202329602291088e-01,7.803495454520328334e-01,-5.740994208338406901e-01,7.400000000000000000e+01
1.300000000000000000e+01,1.700000000000000000e+01,1.977880712021211004e-02,5.656608021448555901e-01,8.244007858473570982e-01,4.000000000000000000e+01
