0.00000e+00,0.00000e+00
1.89951e+00,0.00000e+00
2.03545e+00,1.43756e-01
4.16982e+00,6.46268e-01
4.36178e+00,9.23240e-01
5.00783e+00,1.22593e+00
5.01727e+00,1.74994e+00
5.02351e+00,2.09352e+00
5.02580e+00,2.41687e+00
5.03985e+00,2.53701e+00
5.09249e+00,2.94467e+00
5.10060e+00,3.22417e+00
5.15171e+00,3.91808e+00
5.15478e+00,4.01378e+00
5.18883e+00,4.21444e+00
5.23874e+00,4.54496e+00
5.71275e+00,4.85987e+00
5.71427e+00,5.17141e+00
5.75607e+00,5.40159e+00
5.84286e+00,5.69458e+00
5.85050e+00,5.91759e+00
5.89861e+00,6.21227e+00
6.03199e+00,6.34338e+00
6.06140e+00,6.77212e+00
6.07446e+00,7.05415e+00
6.09990e+00,7.91247e+00
6.15202e+00,8.23455e+00
6.19173e+00,8.82474e+00
6.35117e+00,9.12322e+00
6.42889e+00,9.50769e+00
6.52158e+00,1.00169e+01
6.58625e+00,1.03462e+01
6.62473e+00,1.04242e+01
6.81675e+00,1.05760e+01
6.82348e+00,1.10190e+01
6.83550e+00,1.15346e+01
6.86901e+00,1.22871e+01
7.03092e+00,1.30114e+01
7.08954e+00,1.31551e+01
7.13620e+00,1.33343e+01
7.38559e+00,1.38153e+01
7.41785e+00,1.43220e+01
7.71639e+00,1.45214e+01
7.74615e+00,1.48207e+01
7.78069e+00,1.51833e+01
7.91108e+00,1.54641e+01
7.94046e+00,1.57824e+01
7.94112e+00,1.64910e+01
8.03722e+00,1.70243e+01
8.07145e+00,1.74033e+01
8.07607e+00,1.77102e+01
8.09442e+00,1.77827e+01
8.16173e+00,1.83426e+01
8.27065e+00,1.88763e+01
8.29361e+00,1.95740e+01
8.57736e+00,1.98969e+01
8.67596e+00,2.02232e+01
8.76112e+00,2.07156e+01
8.79269e+00,2.10355e+01
8.87603e+00,2.16114e+01
8.91294e+00,2.21506e+01
8.98996e+00,2.29229e+01
8.99867e+00,2.33049e+01
9.05065e+00,2.37737e+01
9.06994e+00,2.42618e+01
9.08602e+00,2.50881e+01
9.11255e+00,2.54911e+01
9.18292e+00,2.57963e+01
