0.000000000000000000e+00,6.300000000000000000e+01,4.843434370776379949e-01,5.290795291594790895e-01,6.967684599522312450e-01
0.000000000000000000e+00,7.300000000000000000e+01,5.227209040797208273e-01,-8.285619120935058257e-01,-2.006190775226340817e-01
0.000000000000000000e+00,1.240000000000000000e+02,7.776107767191999809e-01,-5.769202074515397127e-01,2.499691064196430390e-01
1.000000000000000000e+00,7.000000000000000000e+00,4.930300052637259789e-01,-7.112296129790959265e-01,-5.010727008441548946e-01
1.000000000000000000e+00,6.700000000000000000e+01,2.725322150831444579e-01,-8.173150508134091607e-01,5.076635691634265868e-01
2.000000000000000000e+00,1.580000000000000000e+02,7.551670704238655496e-01,-4.724869049498622298e-01,4.543994062477815232e-01
2.000000000000000000e+00,1.910000000000000000e+02,3.450622922258678865e-02,-9.884210959015645726e-01,1.477601344124612470e-01
3.000000000000000000e+00,1.000000000000000000e+02,2.360442081540877202e-01,-5.888420222277779281e-01,7.730124220577642147e-01
3.000000000000000000e+00,1.590000000000000000e+02,9.586644123003978946e-01,1.248522747532792576e-01,-2.556842859419882208e-01
4.000000000000000000e+00,8.600000000000000000e+01,7.856020796841968468e-02,4.876825760070223614e-01,8.694791537369447321e-01
4.000000000000000000e+00,1.920000000000000000e+02,9.422702210096911557e-01,1.737130441267164815e-01,2.862701676713405585e-01
4.000000000000000000e+00,2.010000000000000000e+02,3.824061292536916623e-01,-7.080296801947366658e-01,5.936830166617097504e-01
5.000000000000000000e+00,3.800000000000000000e+01,5.314524007309497922e-01,-8.462575039298302348e-01,-3.750443706767760121e-02
5.000000000000000000e+00,4.200000000000000000e+01,1.137447368323093178e-01,-1.087088128285176453e-01,-9.875446971435587473e-01
5.000000000000000000e+00,7.900000000000000000e+01,5.041216812585569418e-01,-5.732869864332437171e-01,6.459128127474603742e-01
5.000000000000000000e+00,1.080000000000000000e+02,5.755705609193970673e-01,4.164100010784620443e-01,7.037906225609759092e-01
5.000000000000000000e+00,1.280000000000000000e+02,7.865808899376817154e-01,-1.135294690201653356e-01,-6.069609239883931862e-01
6.000000000000000000e+00,5.800000000000000000e+01,2.218056615184207381e-01,-4.473300082835592328e-01,8.664283653063342694e-01
6.000000000000000000e+00,8.000000000000000000e+01,1.788148382754465859e-01,-6.909250570670474323e-01,-7.004625751097793840e-01
6.000000000000000000e+00,9.400000000000000000e+01,7.522147904153142495e-02,7.864684799005616789e-01,6.130326738549131127e-01
7.000000000000000000e+00,8.800000000000000000e+01,6.840413488176054768e-01,-5.267418291867073110e-01,5.046092334597461759e-01
7.000000000000000000e+00,1.820000000000000000e+02,1.571235571835498390e-01,4.298587035867894590e-01,8.891196110359238514e-01
8.000000000000000000e+00,6.700000000000000000e+01,9.079250974170999244e-01,-2.740844474575818701e-01,3.170957791299371387e-01
8.000000000000000000e+00,8.000000000000000000e+01,7.585221133270156346e-02,2.548347163070273647e-01,9.640050359830367732e-01
9.000000000000000000e+00,4.700000000000000000e+01,7.941687693072244647e-01,-5.558845737242609220e-01,-2.455367723019204751e-01
9.000000000000000000e+00,1.980000000000000000e+02,5.230344211811349675e-01,2.315460152167190533e-01,-8.202569335866500833e-01
9.000000000000000000e+00,2.010000000000000000e+02,3.236561679528302538e-01,-1.736414648606156852e-01,-9.301050083873050323e-01
1.000000000000000000e+01,6.200000000000000000e+01,3.967276333846999070e-01,1.553815092033677125e-01,9.046898758727539569e-01
1.000000000000000000e+01,1.260000000000000000e+02,8.445308870606300644e-01,-4.256054275104519391e-01,-3.250040013203391864e-01
1.000000000000000000e+01,1.780000000000000000e+02,1.269006358077543750e-01,7.137733581871191779e-01,-6.887843071483772395e-01
1.000000000000000000e+01,1.970000000000000000e+02,5.633598999290362341e-01,-8.003802856563224655e-01,-2.049805392827570294e-01
1.000000000000000000e+01,2.010000000000000000e+02,5.287437623558015609e-01,7.844771669073815623e-01,3.240765470854070074e-01
1.100000000000000000e+01,7.300000000000000000e+01,2.380896001950230101e-01,7.213575524355356761e-01,6.503511542414509572e-01
1.100000000000000000e+01,7.900000000000000000e+01,3.948881820115572872e-01,6.777937157158155923e-01,-6.202088379278025698e-01
1.100000000000000000e+01,1.290000000000000000e+02,5.940897296157189311e-01,7.187047133919766129e-01,-3.612768026226966800e-01
1.100000000000000000e+01,2.020000000000000000e+02,9.765846643512519076e-01,3.683763284931170640e-02,-2.119560854517080484e-01
1.200000000000000000e+01,4.300000000000000000e+01,2.868460838377530076e-01,8.033562827332920708e-01,-5.218601413979530035e-01
1.200000000000000000e+01,7.700000000000000000e+01,9.307569455712439987e-01,3.430956129325184456e-01,1.263997969039024061e-01
1.200000000000000000e+01,9.000000000000000000e+01,9.022955179810516757e-01,-3.226866269531614151e-01,2.858953287776783703e-01
1.200000000000000000e+01,1.040000000000000000e+02,4.402988342334938077e-01,5.047744876870802200e-01,7.425224933649297032e-01
1.200000000000000000e+01,1.960000000000000000e+02,1.597683962614767639e-01,2.061309297764837845e-01,9.653932356016993177e-01
