0.000000000000000000e+00,0.000000000000000000e+00
4.576261878005953854e+00,0.000000000000000000e+00
5.114295454771987437e+00,2.006677683720616834e-01
5.543169210746662579e+00,6.960136251728440415e-01
6.537849158610772093e+00,7.731611075511787279e-01
6.959682645917227184e+00,8.933088260092407751e-01
6.991175785160897327e+00,1.024417388958213992e+00
7.095399082002990632e+00,1.793362787089811450e+00
7.104892878211543916e+00,2.196384607601767236e+00
7.183238582846096953e+00,2.720397288455701279e+00
7.291757130652520402e+00,3.488077973761424921e+00
7.368445589766187354e+00,4.028953492293683603e+00
7.384455827746850609e+00,4.348925837239890235e+00
7.521419648844471340e+00,4.543691612424538562e+00
7.526603502785633282e+00,5.000252942565174941e+00
7.674457852687476489e+00,5.302940878891099885e+00
7.735740153532057128e+00,5.608158240868773348e+00
7.789036658564617355e+00,5.931924724292604090e+00
7.990797474228109820e+00,6.211426258810832657e+00
8.144822075874811773e+00,6.619085359684327763e+00
8.190892264681446377e+00,6.805419716029812882e+00
8.343893797892905084e+00,7.582796533000572659e+00
8.376318641509630680e+00,8.393055883444064946e+00
8.381791087879673086e+00,8.855940777714073064e+00
8.386240318877115740e+00,9.210481939900846626e+00
8.517679850072426007e+00,1.003676098613874679e+01
8.548403932638228397e+00,1.059660719705912157e+01
8.552071124319564177e+00,1.079938282014097339e+01
8.578751811248817916e+00,1.108141378031094959e+01
8.622277730227841275e+00,1.165854439985160695e+01
8.682335089319304089e+00,1.196291861994536454e+01
8.906564497151974180e+00,1.262773599541330860e+01
8.966224731697032269e+00,1.282756062190145485e+01
9.130005646780047002e+00,1.322973930052949498e+01
9.264089935207133308e+00,1.344136791339246528e+01
9.387499540322069791e+00,1.397507672591143724e+01
9.450309300793119149e+00,1.448180499814508693e+01
9.592570208773507190e+00,1.478407136352905482e+01
9.628789996628713155e+00,1.499780783110181659e+01
9.641806890059061885e+00,1.557367373781659836e+01
9.820165926835541015e+00,1.624439310647195711e+01
9.933841525302948838e+00,1.657364001214124372e+01
9.980783304457775174e+00,1.681772958753499125e+01
1.002981899260933929e+01,1.705971130821894732e+01
1.017319715639450450e+01,1.735354625476375290e+01
1.031131226005964763e+01,1.750868436140433460e+01
1.031580850615007350e+01,1.786828437489460697e+01
1.041494795613321855e+01,1.869920070149404978e+01
1.042286817841643831e+01,1.871100468786887205e+01
1.043378849633280758e+01,1.898797679673535299e+01
1.045680255693131855e+01,1.916967387271930079e+01
1.049679381861746919e+01,1.971855923914876385e+01
1.050510361982052565e+01,2.032772925027823874e+01
1.050789988086732052e+01,2.052123031263700881e+01
1.055742510398270184e+01,2.106041954740143751e+01
1.067150458847143746e+01,2.138334288894134971e+01
1.068885367650259610e+01,2.176992344271694080e+01
1.069027705804147566e+01,2.252622171258979478e+01
1.069301000965420201e+01,2.283059593268355414e+01
1.069875691307035481e+01,2.326228457724866061e+01
1.073792732178728215e+01,2.355696266567738206e+01
1.075399519542750326e+01,2.373402246129978721e+01
1.079930702314977964e+01,2.388030757815925043e+01
