0.00000e+00,0.00000e+00
5.71862e+00,0.00000e+00
6.03960e+00,8.10259e-01
6.84098e+00,1.24195e+00
7.04631e+00,1.44051e+00
7.58717e+00,1.56066e+00
7.61007e+00,2.33803e+00
8.06399e+00,3.19719e+00
8.66548e+00,3.32957e+00
8.77230e+00,3.63226e+00
8.87477e+00,4.38855e+00
8.97358e+00,5.15834e+00
9.45423e+00,5.31011e+00
9.48165e+00,6.06388e+00
9.55922e+00,6.37078e+00
9.85702e+00,6.50189e+00
1.00250e+01,7.07523e+00
1.00705e+01,7.73625e+00
1.02056e+01,8.40107e+00
1.04849e+01,9.17001e+00
1.06383e+01,9.46890e+00
1.06448e+01,9.91029e+00
1.06922e+01,9.99123e+00
1.07259e+01,1.05814e+01
1.07579e+01,1.05953e+01
1.07623e+01,1.09153e+01
1.08057e+01,1.09878e+01
1.08904e+01,1.10616e+01
1.09357e+01,1.14161e+01
1.09367e+01,1.17433e+01
1.09758e+01,1.19663e+01
1.10133e+01,1.22947e+01
1.10238e+01,1.24583e+01
1.10339e+01,1.27007e+01
1.10518e+01,1.27125e+01
1.10658e+01,1.30371e+01
1.11341e+01,1.36939e+01
1.11388e+01,1.40784e+01
1.11397e+01,1.44485e+01
1.11416e+01,1.49198e+01
1.11637e+01,1.56921e+01
1.11650e+01,1.59805e+01
1.11697e+01,1.61065e+01
1.12307e+01,1.67216e+01
1.12661e+01,1.70095e+01
1.12662e+01,1.73046e+01
1.12701e+01,1.76659e+01
1.12727e+01,1.81347e+01
1.12893e+01,1.85369e+01
1.12970e+01,1.87376e+01
1.13003e+01,1.90284e+01
1.13089e+01,1.95487e+01
1.13368e+01,1.98636e+01
1.13469e+01,2.02801e+01
1.13648e+01,2.06654e+01
1.13931e+01,2.11464e+01
1.13980e+01,2.20950e+01
1.13988e+01,2.24815e+01
1.14117e+01,2.27804e+01
1.14173e+01,2.31067e+01
1.14436e+01,2.35089e+01
1.14705e+01,2.38019e+01
1.15001e+01,2.39482e+01
1.15128e+01,2.41476e+01
1.15217e+01,2.43423e+01
1.15247e+01,2.45367e+01
1.15344e+01,2.51459e+01
1.15363e+01,2.54389e+01
1.15669e+01,2.56690e+01
1.15680e+01,2.59890e+01
1.15690e+01,2.66386e+01
1.15956e+01,2.68047e+01
1.16455e+01,2.71163e+01
1.16529e+01,2.73971e+01
1.16580e+01,2.80627e+01
1.16611e+01,2.89210e+01
1.16710e+01,2.91980e+01
1.16806e+01,2.95576e+01
1.16841e+01,2.98569e+01
1.16976e+01,3.03725e+01
1.17036e+01,3.11081e+01
1.17209e+01,3.15845e+01
1.17550e+01,3.20588e+01
1.17638e+01,3.23573e+01
1.17683e+01,3.31785e+01
1.18087e+01,3.36072e+01
1.18119e+01,3.39736e+01
1.18274e+01,3.41553e+01
1.18687e+01,3.43922e+01
1.19374e+01,3.45423e+01
1.20307e+01,3.49752e+01
1.20775e+01,3.54676e+01
1.21009e+01,3.61712e+01
1.21079e+01,3.64650e+01
1.21101e+01,3.70422e+01
1.21257e+01,3.72559e+01
1.21304e+01,3.79266e+01
1.21502e+01,3.81737e+01
1.21525e+01,3.83853e+01
1.21592e+01,3.85716e+01
1.22055e+01,3.89439e+01
1.22239e+01,3.94080e+01
1.22240e+01,3.97208e+01
1.22595e+01,4.00261e+01
1.22735e+01,4.01652e+01
1.22897e+01,4.04881e+01
1.23234e+01,4.12351e+01
1.23279e+01,4.19417e+01
1.23416e+01,4.21187e+01
1.23463e+01,4.24758e+01
1.23652e+01,4.27540e+01
1.23782e+01,4.30491e+01
1.23825e+01,4.33506e+01
1.23951e+01,4.36608e+01
1.24426e+01,4.40314e+01
1.24721e+01,4.41764e+01
1.24765e+01,4.46579e+01
1.24909e+01,4.51970e+01
1.25096e+01,4.53522e+01
1.25542e+01,4.56599e+01
1.25579e+01,4.60832e+01
1.25990e+01,4.62573e+01
1.26016e+01,4.65794e+01
1.26656e+01,4.69419e+01
1.26702e+01,4.73723e+01
1.27216e+01,4.74879e+01
1.27417e+01,4.78285e+01
1.27705e+01,4.81944e+01
1.27963e+01,4.83879e+01
1.27964e+01,4.90966e+01
1.27987e+01,4.96033e+01
1.28086e+01,4.99254e+01
1.28159e+01,5.00211e+01
1.28374e+01,5.08520e+01
1.28483e+01,5.09958e+01
1.28886e+01,5.13263e+01
1.29045e+01,5.17310e+01
1.29611e+01,5.24763e+01
1.29613e+01,5.33064e+01
1.30244e+01,5.36369e+01
1.30261e+01,5.42284e+01
1.30314e+01,5.45306e+01
1.30398e+01,5.53291e+01
1.30499e+01,5.56242e+01
1.30509e+01,5.64058e+01
1.30751e+01,5.68425e+01
1.30800e+01,5.75352e+01
1.30943e+01,5.78395e+01
1.31060e+01,5.81439e+01
1.31127e+01,5.83437e+01
1.31318e+01,5.84875e+01
1.31530e+01,5.89247e+01
1.31624e+01,5.92838e+01
1.32082e+01,5.96628e+01
1.32195e+01,6.01742e+01
1.32363e+01,6.04975e+01
1.32435e+01,6.07155e+01
1.32682e+01,6.14094e+01
1.32767e+01,6.17521e+01
1.33039e+01,6.21754e+01
1.33289e+01,6.23103e+01
1.33319e+01,6.26193e+01
1.33890e+01,6.27184e+01
1.34628e+01,6.34161e+01
1.34986e+01,6.42778e+01
1.35045e+01,6.48026e+01
1.35541e+01,6.48848e+01
1.35700e+01,6.49620e+01
1.35985e+01,6.51445e+01
1.36008e+01,6.57566e+01
1.36110e+01,6.60749e+01
1.36266e+01,6.66238e+01
1.36621e+01,6.69556e+01
1.36821e+01,6.73426e+01
1.36866e+01,6.74206e+01
1.36906e+01,6.77642e+01
1.37148e+01,6.81937e+01
1.37254e+01,6.83126e+01
1.37676e+01,6.91760e+01
1.37924e+01,6.97097e+01
1.38312e+01,6.99344e+01
1.38461e+01,7.06587e+01
1.38897e+01,7.08614e+01
1.39018e+01,7.13290e+01
1.39173e+01,7.16148e+01
1.39278e+01,7.21030e+01
1.41101e+01,7.24752e+01
1.41328e+01,7.30195e+01
